Fecha;PM10;PM2.5;NO;NO2;NOX;SO2;CO;OZONO
19/02/2019 16:00;126,8;41,9;0;0;0;25,3;0,77;0
19/02/2019 17:00;109,1;41;0;0;0;17,2;1,03;0
19/02/2019 18:00;95,7;39;0;0;0;11;1,34;0
19/02/2019 19:00;69,4;44,9;0;0;0;9,2;1,22;0
19/02/2019 20:00;0;38,1;0;0;0;6,2;0,6;0
19/02/2019 21:00;0;27,2;0;0;0;7,5;1,15;0
19/02/2019 22:00;0;51,6;0;0;0;8,6;1,27;0
19/02/2019 23:00;0;49,1;0;0;0;7;1,08;0
20/02/2019 0:00;84,5;56,9;0;0;0;8,7;0,7;0
20/02/2019 1:00;69,3;49,1;0;0;0;13,2;0,57;0
20/02/2019 2:00;65,6;37,2;0;0;0;14,7;0,53;0
20/02/2019 3:00;57,7;42,9;0;0;0;21;0,37;0
20/02/2019 4:00;60,1;32,2;0;0;0;11,4;0,42;0
20/02/2019 5:00;67,1;41,8;0;0;0;13,3;0,97;0
20/02/2019 6:00;94,6;93,1;0;0;0;7,1;1,28;0
20/02/2019 7:00;60,9;48,8;0;0;0;8,4;2,09;0
20/02/2019 8:00;91,1;67,7;0;0;0;11,3;1,41;0
20/02/2019 9:00;0;49,3;0;0;0;11,5;1,35;0
20/02/2019 10:00;0;71,6;0;0;0;9,3;1,04;0
20/02/2019 11:00;0;47,4;0;0;0;6,9;0,83;0
20/02/2019 12:00;0;36,2;0;0;0;12,2;0,83;0
20/02/2019 13:00;69,3;46,8;0;0;0;7,4;0,57;0
20/02/2019 14:00;0;0;0;0;0;5,2;0,54;0
20/02/2019 15:00;0;23;0;0;0;7,1;0,66;0
20/02/2019 16:00;0;45,6;0;0;0;5,9;0,67;0
20/02/2019 17:00;74,2;42,1;0;0;0;5,9;0,98;0
20/02/2019 18:00;82,7;40;0;0;0;6,6;1,43;0
20/02/2019 19:00;97,7;52,8;0;0;0;7,6;1,51;0
20/02/2019 20:00;86,3;55,9;0;0;0;7,7;1,26;0
20/02/2019 21:00;81,5;49,1;0;0;0;7,7;1,17;0
20/02/2019 22:00;79,1;59,8;0;0;0;6,9;1,3;0
20/02/2019 23:00;83;60;0;0;0;7,6;1,52;0
21/02/2019 0:00;0;57,1;0;0;0;6,6;0,69;0
