Fecha;PM10;PM2.5;NO;NO2;NOX;SO2;CO;OZONO
10/02/2019 1:00;0;31,3;0;0;0;6;0,53;0
10/02/2019 2:00;38,4;30;0;0;0;8,5;0,59;0
10/02/2019 3:00;36,1;32;0;0;0;11,2;0,54;0
10/02/2019 4:00;45;30;0;0;0;8,1;0,62;0
10/02/2019 5:00;59,3;43,8;0;0;0;4,9;0,57;0
10/02/2019 6:00;74,2;41,1;0;0;0;5,6;0,89;0
10/02/2019 7:00;74,4;48,9;0;0;0;5,8;1,55;0
10/02/2019 8:00;0;58,8;0;0;0;8,2;1,62;0
10/02/2019 9:00;100,3;70,8;0;0;0;14,1;1,42;0
10/02/2019 10:00;0;57,2;0;0;0;12,8;0,54;0
10/02/2019 11:00;0;26,5;0;0;0;6,5;0,34;0
10/02/2019 12:00;0;16,2;0;0;0;5,7;0,4;0
10/02/2019 13:00;0;25,8;0;0;0;6,3;0,51;0
10/02/2019 14:00;100,8;40,7;0;0;0;8,1;0,61;0
10/02/2019 15:00;88,3;53,8;0;0;0;7,7;0,59;0
10/02/2019 16:00;59,8;51,1;0;0;0;7,1;0,49;0
10/02/2019 17:00;48,6;38,2;0;0;0;5,9;0,33;0
10/02/2019 18:00;41,1;27,2;0;0;0;5,5;0,46;0
10/02/2019 19:00;51,5;29,9;0;0;0;4,4;0,53;0
10/02/2019 20:00;37,5;30;0;0;0;12,3;0,92;0
10/02/2019 21:00;0;29;0;0;0;39,4;1,24;0
10/02/2019 22:00;0;43,7;0;0;0;36,3;1,35;0
10/02/2019 23:00;0;50,9;0;0;0;19,9;0,94;0
11/02/2019 0:00;0;33,3;0;0;0;17,4;0,69;0
11/02/2019 1:00;43,2;34;0;0;0;19,5;0,56;0
11/02/2019 2:00;72,2;37,9;0;0;0;7,2;0,66;0
11/02/2019 3:00;52,2;41,9;0;0;0;10,2;0,44;0
11/02/2019 4:00;38,8;24,3;0;0;0;15,2;0,45;0
11/02/2019 5:00;73,8;40,7;0;0;0;18,7;1,07;0
11/02/2019 6:00;93,2;65,6;0;0;0;11,3;1,8;0
11/02/2019 7:00;129,4;68;0;0;0;9,1;2;0
11/02/2019 8:00;132;75,9;0;0;0;20,8;2,98;0
11/02/2019 9:00;134,4;92,7;0;0;0;12,6;0,99;0
11/02/2019 10:00;0;36;0;0;0;7,7;0,79;0
11/02/2019 11:00;0;32,1;0;0;0;6,5;0,75;0
11/02/2019 12:00;0;34;0;0;0;6;0,67;0
11/02/2019 13:00;67,7;39,9;0;0;0;5,5;0,61;0
11/02/2019 14:00;93,9;39;0;0;0;8,6;0,47;0
11/02/2019 15:00;114,5;39;0;0;0;10,9;0,71;0
11/02/2019 16:00;105,2;50,8;0;0;0;11,5;0,79;0
11/02/2019 17:00;106;42,2;0;0;0;9,2;0,83;0
11/02/2019 18:00;102,7;42;0;0;0;7,5;1,17;0
11/02/2019 19:00;0;42;0;0;0;8,4;1,06;0
11/02/2019 20:00;0;39,1;0;0;0;8,5;1,14;0
11/02/2019 21:00;0;56,7;0;0;0;11,7;1,23;0
11/02/2019 22:00;0;48,2;0;0;0;8,7;1,15;0
11/02/2019 23:00;0;46;0;0;0;0;1,24;0
12/02/2019 0:00;54,3;53,9;0;0;0;0;0,63;0
12/02/2019 1:00;61;43,2;0;0;0;0;0,43;0
12/02/2019 2:00;60,5;45;0;0;0;25,2;0,35;0
12/02/2019 3:00;52,6;40,1;0;0;0;14,7;0,33;0
12/02/2019 4:00;47,2;32,1;0;0;0;11,4;0,39;0
12/02/2019 5:00;57,7;37,9;0;0;0;11,9;0,92;0
12/02/2019 6:00;98,5;52,7;0;0;0;13,3;2,32;0
12/02/2019 7:00;136,1;84,5;0;0;0;16,5;2,63;0
12/02/2019 8:00;0;84;0;0;0;22;2,37;0
12/02/2019 9:00;0;90,9;0;0;0;15;2,29;0
12/02/2019 10:00;0;88,1;0;0;0;9;1,55;0
12/02/2019 11:00;0;71,3;0;0;0;7,2;0,87;0
12/02/2019 12:00;88,9;38,6;0;0;0;6,9;0,69;0
12/02/2019 13:00;99,5;37;0;0;0;6,8;0,63;0
12/02/2019 14:00;118,5;48,8;0;0;0;6,3;0,81;0
12/02/2019 15:00;98,2;40,2;0;0;0;5,7;0,71;0
12/02/2019 16:00;107,9;42,9;0;0;0;8,4;0,65;0
12/02/2019 17:00;116,4;70,5;0;0;0;10,8;0,68;0
12/02/2019 18:00;90,2;42,5;0;0;0;9;1,55;0
12/02/2019 19:00;0;43;0;0;0;11,1;1,5;0
12/02/2019 20:00;0;48,9;0;0;0;29,5;1,51;0
12/02/2019 21:00;0;52,9;0;0;0;25;1,2;0
12/02/2019 22:00;62,1;51;0;0;0;12,2;1,17;0
12/02/2019 23:00;73,9;54,9;0;0;0;9;1,07;0
13/02/2019 0:00;60;47,1;0;0;0;6,6;0,45;0
13/02/2019 1:00;43;36,2;0;0;0;5,8;0,3;0
13/02/2019 2:00;43,8;25,2;0;0;0;6,8;0,36;0
13/02/2019 3:00;44,1;37,8;0;0;0;8,6;0,41;0
13/02/2019 4:00;56,4;31,1;0;0;0;16,4;0,52;0
13/02/2019 5:00;72,4;45,7;0;0;0;10,1;1,1;0
13/02/2019 6:00;97,3;68,6;0;0;0;9,5;2,05;0
13/02/2019 7:00;0;82,8;0;0;0;9,4;2,75;0
13/02/2019 8:00;0;78,1;0;0;0;12,4;1,74;0
13/02/2019 9:00;0;44,6;0;0;0;7,3;0,88;0
13/02/2019 10:00;0;36,1;0;0;0;5,5;0,81;0
13/02/2019 11:00;85,8;35;0;0;0;6,1;0,63;0
13/02/2019 12:00;82,9;33;0;0;0;6,1;0,42;0
13/02/2019 13:00;68;36,9;0;0;0;3,8;0,46;0
13/02/2019 14:00;72,4;0;0;0;0;5,4;0,54;0
13/02/2019 15:00;114,1;41;0;0;0;8,1;0,73;0
13/02/2019 16:00;107,7;60,7;0;0;0;7,5;0,54;0
13/02/2019 17:00;109,3;43,3;0;0;0;7,2;0,74;0
13/02/2019 18:00;0;47,9;0;0;0;6,6;0,89;0
13/02/2019 19:00;0;45,1;0;0;0;18;1,71;0
13/02/2019 20:00;0;51,9;0;0;0;24,2;1,55;0
13/02/2019 21:00;76,4;50;0;0;0;25,5;1,3;0
13/02/2019 22:00;67,5;39,2;0;0;0;22;1,58;0
13/02/2019 23:00;79,3;62,6;0;0;0;28,5;1,1;0
14/02/2019 0:00;48,5;47,3;0;0;0;26,5;0,54;0
14/02/2019 1:00;56,3;38,2;0;0;0;9,7;0,47;0
14/02/2019 2:00;55,9;48,8;0;0;0;7,5;0,24;0
14/02/2019 3:00;40,2;40,2;0;0;0;6,5;0,94;0
14/02/2019 4:00;62,8;37,1;0;0;0;7,4;1,19;0
14/02/2019 5:00;0;73,4;0;0;0;7,6;1,19;0
14/02/2019 6:00;0;80,9;0;0;0;7,6;2,45;0
14/02/2019 7:00;0;73,1;0;0;0;9,8;3,48;0
14/02/2019 8:00;0;124,1;0;0;0;12;2,92;0
14/02/2019 9:00;121,6;95,5;0;0;0;8,8;1,12;0
14/02/2019 10:00;89,3;56,7;0;0;0;7,5;0,9;0
14/02/2019 11:00;95,7;48,1;0;0;0;5,3;0,92;0
14/02/2019 12:00;108;55,9;0;0;0;7;0,61;0
14/02/2019 13:00;146,4;63,9;0;0;0;7,9;0,6;0
14/02/2019 14:00;141,7;81,7;0;0;0;7,4;0,58;0
14/02/2019 15:00;124,3;79,1;0;0;0;6,4;0,54;0
14/02/2019 16:00;0;61,3;0;0;0;6;0,49;0
14/02/2019 17:00;0;52,2;0;0;0;6,5;0,43;0
14/02/2019 18:00;0;45,1;0;0;0;5,6;0,52;0
14/02/2019 19:00;0;47,9;0;0;0;4,3;0,62;0
14/02/2019 20:00;81,7;44,1;0;0;0;5;0,96;0
14/02/2019 21:00;89,7;57,8;0;0;0;18,8;1,33;0
14/02/2019 22:00;78,8;73,7;0;0;0;9,9;1,3;0
14/02/2019 23:00;74,1;64,2;0;0;0;9,1;1,31;0
15/02/2019 0:00;77,8;71,9;0;0;0;8,7;0,83;0
15/02/2019 1:00;74,8;63,2;0;0;0;6,7;0,47;0
15/02/2019 2:00;53,2;53,2;0;0;0;6,3;0,42;0
15/02/2019 3:00;56,1;39,2;0;0;0;15,4;0,36;0
15/02/2019 4:00;0;49,8;0;0;0;10,4;0,6;0
15/02/2019 5:00;0;52;0;0;0;6,4;1,45;0
15/02/2019 6:00;0;92,3;0;0;0;11,1;3,56;0
15/02/2019 7:00;0;147,1;0;0;0;16,3;5,79;0
15/02/2019 8:00;221,7;171,6;0;0;0;19,8;4,03;0
15/02/2019 9:00;160,3;117,9;0;0;0;13,6;2,69;0
15/02/2019 10:00;144,9;91,4;0;0;0;7,3;1,32;0
15/02/2019 11:00;96,2;60,5;0;0;0;5;1,27;0
15/02/2019 12:00;80,8;57,1;0;0;0;3,9;0,46;0
15/02/2019 13:00;64,1;39,3;0;0;0;4,9;0,38;0
15/02/2019 14:00;0;27,2;0;0;0;11;0,77;0
15/02/2019 15:00;0;63,4;0;0;0;9,9;0,73;0
15/02/2019 16:00;0;53,2;0;0;0;7,8;0,46;0
15/02/2019 17:00;112,7;39,2;0;0;0;8,5;0,7;0
15/02/2019 18:00;116,7;76,4;0;0;0;8,1;0,7;0
15/02/2019 19:00;89,4;46,5;0;0;0;6,1;0,67;0
15/02/2019 20:00;77,7;44;0;0;0;17,5;1,58;0
15/02/2019 21:00;89,6;66,6;0;0;0;18;1,56;0
15/02/2019 22:00;89,1;55,2;0;0;0;9,5;1,31;0
15/02/2019 23:00;68,2;55;0;0;0;8,8;1,07;0
16/02/2019 0:00;0;59,9;0;0;0;7,2;0,74;0
16/02/2019 1:00;0;48,2;0;0;0;6,5;0,44;0
16/02/2019 2:00;0;30,3;0;0;0;6,9;0,33;0
16/02/2019 3:00;0;31;0;0;0;5,2;0,32;0
16/02/2019 4:00;59;32;0;0;0;5,7;0,45;0
16/02/2019 5:00;63,1;44,8;0;0;0;7,1;0,73;0
16/02/2019 6:00;74,5;50,9;0;0;0;6,9;1,75;0
16/02/2019 7:00;86,3;61,8;0;0;0;7,7;1,72;0
16/02/2019 8:00;81,5;58,1;0;0;0;7,2;1,13;0
16/02/2019 9:00;67;48,2;0;0;0;7;0,76;0
16/02/2019 10:00;92;30,3;0;0;0;6,7;0,78;0
16/02/2019 11:00;81,9;34,9;0;0;0;8,4;0,6;0
16/02/2019 12:00;0;50,7;0;0;0;7,5;0,68;0
16/02/2019 13:00;0;53;0;0;0;6,7;0,59;0
16/02/2019 14:00;91,3;58,9;0;0;0;7,1;0,54;0
16/02/2019 15:00;90,7;45,2;0;0;0;6,5;0,52;0
16/02/2019 16:00;92;35,2;0;0;0;6,4;0,52;0
16/02/2019 17:00;77,4;37,9;0;0;0;5,7;0,46;0
16/02/2019 18:00;61,2;29,2;0;0;0;5,3;0,44;0
16/02/2019 19:00;53,6;53,6;0;0;0;6,1;1,04;0
16/02/2019 20:00;51,3;26,5;0;0;0;6,9;1,28;0
16/02/2019 21:00;52,9;35,8;0;0;0;6;1,02;0
16/02/2019 22:00;41;27,2;0;0;0;5,3;1,03;0
16/02/2019 23:00;0;36,8;0;0;0;5,2;0,81;0
17/02/2019 0:00;0;30,1;0;0;0;5,5;0,63;0
17/02/2019 1:00;0;33,9;0;0;0;4,5;0,3;0
17/02/2019 2:00;0;20,2;0;0;0;5,4;0,33;0
17/02/2019 3:00;37,6;21;0;0;0;4,1;0,49;0
17/02/2019 4:00;32,1;24,9;0;0;0;4,6;0,74;0
17/02/2019 5:00;36,8;29,9;0;0;0;4,7;0,58;0
17/02/2019 6:00;37,1;30;0;0;0;5,5;0,96;0
17/02/2019 7:00;60;33,9;0;0;0;5,9;1,11;0
17/02/2019 8:00;61,8;41,9;0;0;0;8,5;1,02;0
17/02/2019 9:00;54,7;34,1;0;0;0;6,4;0,59;0
17/02/2019 10:00;69,1;35;0;0;0;5;0,38;0
17/02/2019 11:00;62,6;30,1;0;0;0;5,2;0,46;0
17/02/2019 12:00;0;35,9;0;0;0;6,7;0,49;0
17/02/2019 13:00;0;47,8;0;0;0;8,1;0,48;0
17/02/2019 14:00;0;57,8;0;0;0;6,9;0,39;0
17/02/2019 15:00;84,3;38,3;0;0;0;6,2;0,24;0
17/02/2019 16:00;61,6;40;0;0;0;5,3;0,25;0
17/02/2019 17:00;48,3;26,2;0;0;0;5;0,3;0
17/02/2019 18:00;41,6;18,1;0;0;0;5,7;0,41;0
17/02/2019 19:00;38,9;27,8;0;0;0;4,9;0,36;0
17/02/2019 20:00;27,8;24,1;0;0;0;4,3;0,52;0
17/02/2019 21:00;52,6;24;0;0;0;4,9;0,92;0
17/02/2019 22:00;0;38,7;0;0;0;5,4;1,07;0
17/02/2019 23:00;0;36,1;0;0;0;8,2;1,16;0
18/02/2019 0:00;0;54,7;0;0;0;12,1;0,72;0
18/02/2019 1:00;0;45,2;0;0;0;15,1;0,84;0
18/02/2019 2:00;81,7;50,9;0;0;0;9,9;0,43;0
18/02/2019 3:00;50,3;35,3;0;0;0;6,8;0,28;0
18/02/2019 4:00;51,6;29,1;0;0;0;6,3;0,31;0
18/02/2019 5:00;67,4;40,8;0;0;0;7,9;0,44;0
18/02/2019 6:00;85,7;44,9;0;0;0;10,4;0,62;0
18/02/2019 7:00;79,5;50,9;0;0;0;10,3;0,86;0
18/02/2019 8:00;74,3;44,1;0;0;0;9,1;0,79;0
18/02/2019 9:00;106,7;43;0;0;0;14,6;1,29;0
18/02/2019 10:00;114,4;77,4;0;0;0;18,5;0,8;0
18/02/2019 11:00;0;45,6;0;0;0;14,3;0,8;0
18/02/2019 12:00;0;54,8;0;0;0;9,5;0,76;0
18/02/2019 13:00;0;57;0;0;0;14,1;0,73;0
18/02/2019 14:00;92,4;44,2;0;0;0;10,5;0,56;0
18/02/2019 15:00;86,2;44;0;0;0;8,5;0,44;0
18/02/2019 16:00;78,2;36,1;0;0;0;6,7;0,2;0
18/02/2019 17:00;67,9;16,3;0;0;0;5,5;0,2;0
18/02/2019 18:00;53,3;19,9;0;0;0;5,3;0,36;0
18/02/2019 19:00;47,3;20;0;0;0;5,3;0,68;0
18/02/2019 20:00;53;19;0;0;0;5,1;0,61;0
18/02/2019 21:00;71,7;26,9;0;0;0;29,4;1,51;0
18/02/2019 22:00;0;57,5;0;0;0;0;1,08;0
18/02/2019 23:00;0;38,3;0;0;0;0;1,13;0
19/02/2019 0:00;0;44,9;0;0;0;0;0,71;0
19/02/2019 1:00;0;46;0;0;0;0;0,38;0
19/02/2019 2:00;42,5;32,2;0;0;0;0;0,32;0
19/02/2019 3:00;42,1;19,2;0;0;0;26,5;0,28;0
19/02/2019 4:00;38,2;25,9;0;0;0;17,4;0,33;0
19/02/2019 5:00;60,2;22,1;0;0;0;13,9;0,7;0
19/02/2019 6:00;98,5;56,4;0;0;0;12,2;1,61;0
19/02/2019 7:00;91,2;57;0;0;0;10,5;1,5;0
19/02/2019 8:00;77,2;55;0;0;0;11,2;1,53;0
19/02/2019 9:00;74;42,2;0;0;0;9,8;1,14;0
19/02/2019 10:00;0;52,8;0;0;0;9;1,05;0
19/02/2019 11:00;0;39,2;0;0;0;8,8;0,84;0
19/02/2019 12:00;0;42,9;0;0;0;6,5;0,59;0
19/02/2019 13:00;0;31,2;0;0;0;6;0,79;0
19/02/2019 14:00;83,4;58,5;0;0;0;5,8;0,54;0
19/02/2019 15:00;92;37,4;0;0;0;9,4;0,86;0
